name,chrom,chrom_class,mean_jc_div
gu_21_chr7_449501_452050,7,chr7_ancestral,0.6547296720987151
gu_23_chr7_800589_803138,7,chr7_ancestral,0.6571149283273874
gu_35_chr7_1026314_1028981,7,chr7_ancestral,0.5568462997671193
gu_45_chr7_1660149_1662710,7,chr7_ancestral,0.6959814175534402
gu_84_chr7_6312003_6314281,7,chr7_ancestral,0.6382096892495707
gu_111_chr7_7175660_7178191,7,chr7_ancestral,0.6493618359946193
gu_128_chr7_8004139_8006735,7,chr7_ancestral,0.6555875513437874
gu_157_chr7_11652456_11655017,7,chr7_ancestral,0.6908653320980555
gu_189_chr7_1133952_1136559,7,chr7_ancestral,0.43973604212387085
gu_197_chr7_1300223_1302786,7,chr7_ancestral,0.47884117420854694
gu_206_chr7_1797468_1800111,7,chr7_ancestral,0.41701371523037584
gu_211_chr7_3099151_3101755,7,chr7_ancestral,0.4863488034950138
gu_221_chr7_3529270_3531263,7,chr7_ancestral,0.32210976812868947
gu_227_chr7_3832214_3833745,7,chr7_ancestral,0.30117639870421864
gu_232_chr7_4010640_4013204,7,chr7_ancestral,0.47590373491945587
gu_237_chr7_4818142_4820746,7,chr7_ancestral,0.4863488034950138
gu_241_chr7_5168007_5170656,7,chr7_ancestral,0.33654914493807103
gu_256_chr7_5494587_5496779,7,chr7_ancestral,0.4043749696416075
gu_262_chr7_5602654_5605261,7,chr7_ancestral,0.43844045409232263
gu_272_chr7_5686596_5688589,7,chr7_ancestral,0.3209897272750816
gu_275_chr7_5696900_5698893,7,chr7_ancestral,0.3209897272750816
gu_278_chr7_5707215_5709208,7,chr7_ancestral,0.3209897272750816
gu_313_chr7_7255024_7257219,7,chr7_ancestral,0.4036524300868951
gu_315_chr7_7337007_7339571,7,chr7_ancestral,0.4735580580422571
gu_321_chr7_7939564_7942127,7,chr7_ancestral,0.4820161396399852
gu_338_chr7_8884105_8886297,7,chr7_ancestral,0.4014237355264351
gu_340_chr7_9103797_9106325,7,chr7_ancestral,0.4870891619595666
gu_342_chr7_9111665_9114193,7,chr7_ancestral,0.4870891619595666
gu_344_chr7_9119529_9122057,7,chr7_ancestral,0.4870891619595666
gu_346_chr7_9127428_9129956,7,chr7_ancestral,0.4870891619595666
gu_348_chr7_9135336_9137864,7,chr7_ancestral,0.4870891619595666
gu_350_chr7_9143229_9145757,7,chr7_ancestral,0.4863441123299342
gu_352_chr7_9151104_9153632,7,chr7_ancestral,0.4870891619595666
gu_354_chr7_9158948_9161476,7,chr7_ancestral,0.4863441123299342
gu_356_chr7_9166825_9169353,7,chr7_ancestral,0.4870891619595666
gu_358_chr7_9174656_9177184,7,chr7_ancestral,0.4863441123299342
gu_360_chr7_9182517_9185045,7,chr7_ancestral,0.4863441123299342
gu_362_chr7_9190397_9192925,7,chr7_ancestral,0.4869737302660543
gu_364_chr7_9198255_9200783,7,chr7_ancestral,0.4884615498381121
gu_366_chr7_9206126_9208654,7,chr7_ancestral,0.4866241187626307
gu_368_chr7_9213988_9216516,7,chr7_ancestral,0.4863441123299342
gu_370_chr7_9221819_9224347,7,chr7_ancestral,0.4863441123299342
gu_372_chr7_9229642_9232170,7,chr7_ancestral,0.4863441123299342
gu_374_chr7_9237509_9240037,7,chr7_ancestral,0.4863441123299342
gu_376_chr7_9245330_9247858,7,chr7_ancestral,0.4863441123299342
gu_379_chr7_9305096_9307080,7,chr7_ancestral,0.322975490090076
gu_401_chr7_11882498_11885102,7,chr7_ancestral,0.48885619748345066
gu_406_chr7_12392639_12395202,7,chr7_ancestral,0.47473479034249944
gu_429_chr8_38596426_38598419,8,macro_derived,0.5272147024202756
gu_433_chr8_38860105_38862668,8,macro_derived,0.7001105176907575
gu_435_chr8_38990084_38992077,8,macro_derived,0.5340119468829722
gu_442_chr8_39057864_39059985,8,macro_derived,0.6418801539793061
gu_444_chr8_39065590_39068118,8,macro_derived,0.6577126317677586
gu_447_chr8_39076698_39078819,8,macro_derived,0.6418801539793061
gu_449_chr8_39084389_39086917,8,macro_derived,0.6577126317677586
gu_451_chr8_39092351_39094879,8,macro_derived,0.6558762774598288
gu_453_chr8_39100323_39102851,8,macro_derived,0.6579361618818983
gu_455_chr8_39108211_39110739,8,macro_derived,0.6558762774598288
gu_460_chr8_39123998_39126526,8,macro_derived,0.6577126317677586
gu_462_chr8_39131929_39134457,8,macro_derived,0.6558762774598288
gu_464_chr8_39139940_39142468,8,macro_derived,0.6542358954941648
gu_480_chr8_41114708_41117312,8,macro_derived,0.6921671685650438
gu_536_chr8_44656052_44658614,8,macro_derived,0.6788412687554837
gu_541_chr8_44901312_44903875,8,macro_derived,0.6808561219763637
gu_565_chr8_38066803_38069349,8,macro_derived,0.48153874610810793
gu_574_chr8_39498400_39500390,8,macro_derived,0.32598726061688466
gu_577_chr8_39508721_39510711,8,macro_derived,0.32391772583847844
gu_580_chr8_39519044_39521034,8,macro_derived,0.32391772583847844
gu_583_chr8_39529366_39531356,8,macro_derived,0.32391772583847844
gu_586_chr8_39539689_39541679,8,macro_derived,0.32391772583847844
gu_605_chr8_42935997_42938558,8,macro_derived,0.4787752536822863
gu_616_chr8_43675657_43678206,8,macro_derived,0.48170702339319577
gu_625_chr8_44372451_44375014,8,macro_derived,0.4744587834200307
gu_672_chr9_720781_723342,9,micro_derived,0.6925774258109826
gu_687_chr9_1216578_1219127,9,micro_derived,0.6456721120034561
