# blastn
# Iteration: 0
# Query: 
# RID: V5SBW1G0014
# Database: GPIPE/59729/RS_2025_04/ref_top_level
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 411 hits found
Query_3377989	NC_133024.1	100.000	44	0	0	1	44	40564642	40564599	1.03e-14	80.6
Query_3377989	NC_133025.1	100.000	44	0	0	1	44	23886323	23886280	1.03e-14	80.6
Query_3377989	NC_133025.1	100.000	44	0	0	1	44	23895191	23895148	1.03e-14	80.6
Query_3377989	NC_133031.1	100.000	44	0	0	1	44	399887	399930	1.03e-14	80.6
Query_3377989	NC_133031.1	100.000	44	0	0	1	44	534499	534542	1.03e-14	80.6
Query_3377989	NC_133031.1	100.000	44	0	0	1	44	543560	543603	1.03e-14	80.6
Query_3377989	NC_133031.1	100.000	44	0	0	1	44	552482	552525	1.03e-14	80.6
Query_3377989	NC_133031.1	100.000	44	0	0	1	44	561520	561563	1.03e-14	80.6
Query_3377989	NC_133031.1	100.000	44	0	0	1	44	570476	570519	1.03e-14	80.6
Query_3377989	NC_133031.1	100.000	44	0	0	1	44	579427	579470	1.03e-14	80.6
Query_3377989	NC_133032.1	100.000	44	0	0	1	44	3256224	3256267	1.03e-14	80.6
Query_3377989	NC_133032.1	100.000	44	0	0	1	44	27747477	27747434	1.03e-14	80.6
Query_3377989	NC_133032.1	100.000	44	0	0	1	44	28835671	28835714	1.03e-14	80.6
Query_3377989	NC_133032.1	100.000	42	0	0	3	44	731328	731287	1.26e-13	77.0
Query_3377989	NC_133032.1	100.000	42	0	0	3	44	739006	738965	1.26e-13	77.0
Query_3377989	NC_133032.1	97.727	44	1	0	1	44	29660383	29660340	4.40e-13	76.1
Query_3377989	NC_133032.1	97.619	42	1	0	3	44	4134991	4134950	5.35e-12	72.5
Query_3377989	NC_133032.1	90.909	44	4	0	1	44	1805145	1805188	2.77e-09	62.6
Query_3377989	NC_133032.1	88.636	44	5	0	1	44	2238669	2238626	1.18e-07	58.1
Query_3377989	NC_133046.1	100.000	44	0	0	1	44	7807490	7807447	1.03e-14	80.6
Query_3377989	NC_133047.1	100.000	44	0	0	1	44	199413	199456	1.03e-14	80.6
Query_3377989	NC_133047.1	100.000	44	0	0	1	44	230528	230571	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	1042524	1042567	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	1070792	1070835	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	1269734	1269777	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	1489481	1489524	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	1660994	1661037	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	1689804	1689847	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	1946668	1946711	1.03e-14	80.6
Query_3377989	NC_133050.1	100.000	44	0	0	1	44	2199917	2199960	1.03e-14	80.6
